"","desakelurahan","epidemic.wave","week.of.cases","sum.of.cases","pop","frequency.index","duration.index","intensity.index"
"1","Mulyodadi",3,3,4,10833,0.04,1,0.000123080710175698
"2","Sidomulyo",5,9,9,12563,0.12,1.8,0.000143277879487384
"3","Sumbermulyo",5,5,5,14675,0.0666666666666667,1,6.81431005110732e-05
"4","Tamanan",6,8,9,14616,0.106666666666667,1.33333333333333,0.000102627257799672
"5","Jagalan",0,0,0,3690,0,NA,NA
"6","Singosaren",1,1,1,4893,0.0133333333333333,1,0.000204373594931535
"7","Wirokerten",8,9,11,14898,0.12,1.125,9.22942676869378e-05
"8","Jambidan",3,6,6,10017,0.08,2,0.000199660577019068
"9","Potorono",6,11,12,13879,0.146666666666667,1.83333333333333,0.000144102601051949
"10","Baturetno",7,10,13,18690,0.133333333333333,1.42857142857143,9.93655889322021e-05
"11","Banguntapan",15,27,40,54737,0.36,1.8,4.87178081858097e-05
"12","Bantul",7,9,14,16293,0.12,1.28571428571429,0.000122752102129749
"13","Ringinharjo",1,1,1,8072,0.0133333333333333,1,0.00012388503468781
"14","Palbapang",5,5,7,13263,0.0666666666666667,1,0.000105556812184272
"15","Trirenggo",6,8,11,17514,0.106666666666667,1.33333333333333,0.000104678162232119
"16","Sabdodadi",8,9,10,6818,0.12,1.125,0.000183338222352596
"17","Dlingo",0,0,0,5426,0,NA,NA
"18","Jatimulyo",0,0,0,6369,0,NA,NA
"19","Mangunan",1,2,2,4576,0.0266666666666667,2,0.000437062937062937
"20","Muntuk",1,1,1,7970,0.0133333333333333,1,0.000125470514429109
"21","Temuwuh",0,0,0,6778,0,NA,NA
"22","Terong",1,1,1,5223,0.0133333333333333,1,0.00019146084625694
"23","Girirejo",2,2,2,4398,0.0266666666666667,1,0.00022737608003638
"24","Imogiri",1,2,3,3839,0.0266666666666667,2,0.000781453503516541
"25","Karangtengah",0,0,0,4725,0,NA,NA
"26","Karangtalun",1,1,1,2944,0.0133333333333333,1,0.000339673913043478
"27","Kebonagung",2,2,2,3526,0.0266666666666667,1,0.000283607487237663
"28","Selopamioro",1,1,1,13690,0.0133333333333333,1,7.30460189919649e-05
"29","Sriharjo",6,6,7,8714,0.08,1,0.000133884171065718
"30","Wukirsari",8,10,11,16065,0.133333333333333,1.25,8.55897914721444e-05
"31","Canden",3,3,3,10882,0.04,1,9.18948722661276e-05
"32","Patalan",8,10,14,11376,0.133333333333333,1.25,0.000153832630098453
"33","Sumberagung",5,8,10,14276,0.106666666666667,1.6,0.00014009526478005
"34","Trimulyo",6,9,11,17549,0.12,1.5,0.000104469390468593
"35","Tirtonirmolo",14,19,28,26269,0.253333333333333,1.35714285714286,7.61353686855229e-05
"36","Ngestiharjo",11,22,42,39852,0.293333333333333,2,9.58090388984698e-05
"37","Tamantirto",14,24,33,28331,0.32,1.71428571428571,8.32001290862609e-05
"38","Bangunjiwo",11,20,30,27543,0.266666666666667,1.81818181818182,9.90187244407918e-05
"39","Donotirto",6,6,6,8200,0.08,1,0.000121951219512195
"40","Parangtritis",0,0,0,8276,0,NA,NA
"41","Tirtohargo",0,0,0,2839,0,NA,NA
"42","Tirtomulyo",3,3,3,6637,0.04,1,0.000150670483652253
"43","Tirtosari",1,1,1,4062,0.0133333333333333,1,0.000246184145741014
"44","Guwosari",2,3,3,12798,0.04,1.5,0.000117205813408345
"45","Sendangsari",3,3,3,11659,0.04,1,8.57706492838151e-05
"46","Triwidadi",4,5,5,10511,0.0666666666666667,1.25,0.000118923033013034
"47","Caturharjo",6,7,7,10891,0.0933333333333333,1.16666666666667,0.000107122088574664
"48","Gilangharjo",1,1,1,14996,0.0133333333333333,1,6.66844491864497e-05
"49","Triharjo",1,1,1,12247,0.0133333333333333,1,8.16526496284804e-05
"50","Wijirejo",4,4,4,10652,0.0533333333333333,1,9.38790837401427e-05
"51","Sitimulyo",4,6,8,19200,0.08,1.5,0.000104166666666667
"52","Srimartani",11,14,23,16865,0.186666666666667,1.27272727272727,0.000123979193057165
"53","Srimulyo",14,22,34,17217,0.293333333333333,1.57142857142857,0.000141056596885138
"54","Bawuran",1,1,1,5963,0.0133333333333333,1,0.000167700821734027
"55","Pleret",7,12,14,12721,0.16,1.71428571428571,0.000157220344312554
"56","Segoroyoso",2,2,2,8418,0.0266666666666667,1,0.000118793062485151
"57","Wonokromo",10,14,14,14235,0.186666666666667,1.4,9.83491394450299e-05
"58","Wonolelo",2,2,2,4612,0.0266666666666667,1,0.000216825672159584
"59","Panjangrejo",4,4,4,8866,0.0533333333333333,1,0.000112790435371081
"60","Seloharjo",3,4,5,10453,0.0533333333333333,1.33333333333333,0.000159443859816958
"61","Srihardono",8,9,11,12882,0.12,1.125,0.000106738084148424
"62","Gadingharjo",1,1,1,3476,0.0133333333333333,1,0.000287686996547756
"63","Gadingsari",0,0,0,9405,0,NA,NA
"64","Murtigading",0,0,0,7869,0,NA,NA
"65","Srigading",7,7,8,9245,0.0933333333333333,1,0.00012361894460326
"66","Argodadi",3,3,4,10903,0.04,1,0.000122290501085328
"67","Argomulyo",8,15,17,14211,0.2,1.875,0.000149532052635283
"68","Argorejo",9,12,16,12854,0.16,1.33333333333333,0.000138305412928098
"69","Argosari",4,5,6,8430,0.0666666666666667,1.25,0.000177935943060498
"70","Pendowoharjo",9,14,16,24105,0.186666666666667,1.55555555555556,7.37514116481136e-05
"71","Timbulharjo",12,21,23,22434,0.28,1.75,8.54357968559627e-05
"72","Bangunharjo",11,19,24,30624,0.253333333333333,1.72727272727273,7.12453690510117e-05
"73","Panggungharjo",10,12,17,35082,0.16,1.2,4.84578986374779e-05
"74","Poncosari",1,1,1,12130,0.0133333333333333,1,8.24402308326463e-05
"75","Trimurti",3,4,5,16892,0.0533333333333333,1.33333333333333,9.86660352040414e-05
